,q_a,label
2446, im a fucking cunt!  =],1
2447,"  ::::Go fuck yourself, you are shit human.   ",1
2448,  == TougHHead ==  Keep your mouth shut about him or he will keep on avoiding blocks and delete the category that list the IPs and Usernames of him.  ),1
2449,  == Question ==  Can i squeeze your boobs until they pop out?   ,1
2450,  == WTF ==  Do you honestly have no life worthless bitch.,1
2451,Fuck witts on wikipedia,1
2452,   J Bar and C Fred are having anal sex together.  ,1
2453,"  == Proper Cunt ==  Not my fault you are a silly cunt, god made you that way.",1
2454,"  == Cunt ==  Fuck you, cunt.",1
2455," Im so pissed off with betacommand, its just not funny. Content vs janitors? When we are disrespted with templates like this, I feel, angry, hurt, used. Tindersticks time, I guess.",1
2456," :If you block me for telling you what you are, there will bw a holy war, I promise you that.   ",1
2457," :::Fuck this. Wesley, Outrigger, and latterly, Johnbod,  life is short. ;-0   ",1
2458,  == Shit ==  keep your sorry ass shit post off my page,1
2459, ==Fucking white trash cunt== Could you also be more careful with the revert button.  Edouard-Henri Aril (Talk) - ,1
2460,  == Fucking nerd ==  You are a fucking nerd ass BiTCH... YOU LIL FUCKER GROW UP BITCH GET OUT YOUR MOMS BASEMENT GO GET LAID U NERD,1
2461,  == FUCK YOU ==  How about a range block - does your mom still eat cum?   ,1
2462,  == Range Block ==  Your mom has good ass meat!!   ,1
2463," Also, I burn jews for fun.",1
2464,"  == No one likes you ==  youre a tranny tramp! I will make sure you are blocked, if its the last thing I do!   ",1
2465,"  UNLIKE THE ANCIENT GREEKS, THE IDIOT WHO BLOCKED ME IS A MONGREL CREATED BY INTERBREEDING WITH THE TURKS. JUST ANOTHER GREEK FOOL WHO DOESN'T KNOW SHIT.   ",1
2466,  Hey old guy stop editing wikipedia on your commodore 64 please and go watch some re-runs of coach or something like that.  ,1
2467,  == ju pis of šit ==  fak ju,1
2468,  ==Sunshine== Quit being such an asshole.  Stating the facts of what actually appear in the finished film is NOT opinion. Are you on crack or just fucking stupid?,1
2469,  == vat d hel  ==  du ju vant nau  Go fuck yourself  get a life,1
2470,  == Ahem ==  DIE. NOW. kthxbye.,1
2471,The above posted by a typical American retard.    ,1
2472,"  == Hello ==  Hello, I have just recieved a warning from you, may I advise you to shove it down your cunt.   ",1
2473,"  == O RLY? ==  Take your last warning, and shove it up your ass.   ",1
2474,`  == No problem ==  Stupid vandals! >< `,1
2475, hey pice of shit don't tell me what to write on wikipedia...i'm gona hunt you down and kill everyone you ever loved,1
2476,"  Why don't you GO TO HELL, how's that fool!  I don't like liars!!!  I hate liars!!! And if change this shit one more time, I will report your ass!!!!!!!!!!",1
2477,  hey dickhole i'm gonna fuck you up assface so fuck off shitfucker -me,1
2478," :: oh i bet you are little boy. now go up stairs, your mummy made your lunch",1
2479,"  STOP vandalizing, you IRANIAN BASTARD!",1
2480,"`  Moldopodo, stop accusing me of ``never trying to reach consensus or to prove whatsoever`` and stop trolling. What you do is called trolling.   `",1
2481,  == Your low self-esteem ==  I see you have such a low self-esteem that you have to warn others not to attack you.  ,1
2482,  You filthy vandal. I will see to it that no one I know ever buys from your stupid mega-dry site.,1
2483,"  == hai2u ==  Suck my penis, also I left a message for you on my talk page. (might be in history)",1
2484,  == talk update ==    This is a picture of me (right) and a total fag buttpirate (left). We love to pack eachothers fudge and molest children.,1
2485,  BUT I WIL KIL HIM     ,1
2486,"He's as big of a fool as Kunstler, although at least JKG knows when to quit.    ",1
2487,"  == glad i dont read your bible ==  you have a member of the kkk on your team. way to go, asswipe!",1
2488,  == JLaTondre is a gay boy who likes to suck dick ==  suck suck suck,1
2489,   SOMETHING AWFUL IS DEAD DEAD DEAD DEAD DEAD,1
2490,"   DOUUUCHHHHEEEEBAGGGGGGG. take it eeeeaaassssyyyyy, bro!",1
2491,  == You can go fuck yourself ==  Shit on your robot clit shitgiggler,1
2492,"   == OMG WTF ==  Took MY NAME OUT, WTH??!?!?!?  .... you guys suck.",1
2493,priceless. I hate that guy,1
2494,   SHUT UP HO AND READ THIS http://profile.myspace.com/index.cfm?fuseaction=user.viewprofile&friendid;=298123264 . IT'S GETTING READY TO GO SERIOUSLY TO PUBLIC. YOU'LL YOUR OWN WEBSITE TOO IF YOU KEEP BEING A HO,1
2495,COCKSUCKER BEFORE YOU PISS AROUND ON MY WORK,1
2496," ::FIND ME EVIDENCE OF HARRASSING BEFORE YOU BLOCK ME. IF YOU BLOCK ME WITHOUT PROVIDIGN EVIDENCE, I WILL COMPLAIN TO JW.  ",1
2497,"  ==cocksucker== ESkog is being reported to Jimbo Wales for blocking with NO evidence, same for deadlydragon, abusinmg powers, should be banned from wiki, will complain to JW.  ",1
2498,"  == GET READY, JJ137... ==  ...TO EAT SMEGMA FOR BREAKFAST, LUNCH AND DINNER.  TOO BAD YOU FUCKED WITH ME, CAUSE NOW I'M GONNA PUT A FOOT IN YOUR ASS, BITCH",1
2499,  == Danny x Paulina ==  I prefer the couple of Danny Fenton and Paulina instead of that stupid goth poser known as Sam.,1
2500,  == One pint of feces. ==  ON YOUR FAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACE,1
2501,  ==Fair Use== Fair use or fuck use. Who gives a flying fuckelwad?,1
2502,"  Yeah umm you changed back my edit. I though it was a good edit, maybe it wasn't, or maybe you are just flamboyantly homosexual.",1
2503,  you be polite next time being a rude fag will get you know where.,1
2504,  I dorry. Also you are a complete nerd with no life!,1
2505,  No I'm not you completely moronic piece of wet donut turd.,1
2506,MODERATORS ARE SOME OF THE MOST INGORANT AND SELF SERVING JERKS YOU WILL FIND ON THE NET,1
2507,NAZIS WHO RUN WIKI WILL NOT EVEN ALLOW ME TO CONTROL MY OWN USER PAGE,1
2508, YOU ARE THE GAYEST KID IN THE FUCKING WORLD.  ''']]www.gay.comyour super super super gay.  ,1
2509,"Moonriddengirl IS A STUPID SLUT AND SHOULD SUCK ON MY DICK, STOP DELETING MY ARTICLES AND MIND HER OWN BUSINESS...  FUCK YOU WHORE!   ",1
2510,GUESS WHAT?     YOUR STILL A DIRTY LITTLE COCK-SUCKING SLUT!    ,1
2511," *Oh, what do you think, idiot?!?",1
2512,  == Go fuck yourself ==  Eat shit and die.   ,1
2513, :Quit provoking shit.  You're just stirring shit up in an attempt to later try to use it as an excuse to wrongly apply sanctions.   ,1
2514,"  It's my ip address, stop fucking with it, move out of your mom's basement and do something productive with your life, instead of fucking up wikipedia pages.",1
2515," I'm sorry, I missed the whole 'personal attack.' I told this loser to get a life, which is good advice, because he needs one. Get your shit together.",1
2516,arsehole who was bullied as a child,1
2517,  PEOPLE THAT USE THIS WEBSITE ARE STUPID. don't Use it. I wrote every thig and its all lies!!!!!! LIES I TELL YOU!!!!,1
2518,  Why do you wanna delete that? i want to tell everybody about Bonjo! you are nasty and cruel! (  ),1
2519,HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!! HAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA!!!!!!!!  Noob. I did your mom.  ,1
2520," Dude cut the crap,PLZ.I told u so many times,go do ur research!You are more than welcomed to change the sentence with strong sources or references.Thank and stop ur nonsense.",1
2521, * I think your cock needs protecting   ,1
2522," Neither was your mum, when I had sex with her     ",1
2523, Your ass can hold them quite easily.     ,1
2524,  == go fuck yourself ==  go fuck yourself,1
2525,  == hay fuck youhay fuck you ==  hay fuck you,1
2526,  innit you are totally gay and shit,1
2527,  == Before I revert the changes == I think that the commonscat box looks stupid.   carol ,1
2528,"  YOUR JUST A FAT BUSH LOVIN HO, HO. REPUBLICANS!!!!!!!!!!!! OLE",1
2529, ::and John Carter you should be ashamed of yourself. You aren't going to last long as an admin with your decision making capabilities.   ,1
2530,  ==Especially you== Fuck you for fucking up wikipedia. You can rot in hell you piece of shit.   ,1
2531,Fuck you== You and Ferrylodge can rot in hell. You are going to make a horrid admin.     ==,1
2532,  ==Before I go== You can fuck off too! )   ,1
2533,  == I HATE WIKIPEDIA ==  Link titleBold text ,1
2534,"Samuell, if you do not want to be the one dead, better proceed as requested. Either that or we'll keep beating!  ",1
2535,. You are nothing more than a malignant cancer on this project,1
2536,"  YOU ADMINISTRATE LIKE SHIT ANYWAY, YOU FUCCIN ASSHOLE! (  )",1
2537,  OH SHUT UP YOU FUCCIN ASSHOLE! (  ),1
2538," hahahahaha dude go get a real job! how old are u? come on,its geting stupid!!!  ",1
2539,RACIST FAGGOTS THAT MODERATE WIKIPEDIA ARE GOING TO MEET THEIR MAKER,1
2540,YOU ARE THE ONES WHO ARE THE BALL LICKERS,1
2541,  == Guess what? ==  Your mom.,1
2542, ONOREM IS A NAZI FAGGOT,1
2543,"  ==Hey==  Why the fuck would I vandalize my own article, dipshit? Keep your fucking jew-nose out of peoples goddamn business, got that asshole?",1
2544,  == SPITHOLE #1 ==  YOU SUCK SPITHOLES!!!!!,1
2545,   Pretty sure they farted on the monster until it pooped it's face off and vomited an assload of fuck.,1
2546," YEAH, FOR REAL, STUPID.  ",1
2547,"  Oh Sh*t! I'm shaking in my boots, big bad admin! Get off my nuts, bitch.",1
2548, ==Buffalo Bill THE VANDAL== YOU MY FRIEND ARE LITTLE MORE THAN A VANDAL AND AN EGOCENTRIC JERK   ,1
2549,  == Did you know... ==  ... that you are an ugly piece of shit?  Serious question.   ,1
2550,  == I'm afraid I can't verify it as his myspace account has been deleted ==  I fucking hate you. Honestly.   ,1
2551,"How dare you send me such abuse you fucking cockmaster! If you dare warn me again, Mr Jeff. I will savagely attack your mother!  I know where you live  ",1
2552,  == 300 ==  This is SPARTA!!!. You will be kicked into the pit.   ,1
2553,"the cunt, ya fucking old woman.",1
2554,the mirror like your dad did thusly your trauma. P.S. CUNT.,1
2555,"   On another note,  FUCK U DR NICK YOU POOFY FUCK.",1
2556,"   fucking cock smoker, smoke a big bag of cocks, ya fucking cock smoker.",1
2557,"Hey GWERNOL, yeah you're a schmuck face.  That's what I thought.  Oh, also, I would like a sandwich.  Thanks.  With cheese. ",1
2558,Ajohnson170 is a son of a bitch and a dog-eating motherfucker.              ,1
2559,  == Please stop abusing the word hopefully! ==  Ignorant Americans! Now go fix it! Americans are so stupid.,1
2560,pathetic shitty arse mr-z u fucking cunt,1
2561," First off, 3RR is the biggest load of bullshit i've ever heard. Second, Maybe if you douches would READ THE DAMN EDIT SUMMARIES, this wouldn't happen. -  ",1
2562,"  What the hell is the point of 3RR? Wait, never mind. THERE IS NONE. NOW STOP ACTING LIKE AN IDIOT. -  ",1
2563,"   How about YOU and AR stop pissing me off with your bullshit, and LISTEN TO ME FOR ONCE? -  ",1
2564,"   No, you DIDNT. That's obvious. Now if you want me to be civil, then shut the fuck up and realize who's right and who's wrong. -  ",1
2565,What the hell is with everybody making Etna articles?  ,1
2566, Just reading some of your responses above. You are one of the most insufferably arrogant smug ******'s I've come across on Wiki.,1
2567,".  :Also! The interview where he claimed to be German he claimed to be German JEW, look it up to the idiot who keeps erasing my edit",1
2568,  ==Moron==  I think you are a snivelling moron unworthy to be a member of an encyclopedia project.   ,1
2569,  == List of assholes ==  ]    ,1
2570,  ==Appears to Be Uncontructive?==  Since when do your mere feelings = evidence? Get a clue hypocrite. You are the one being unconstructive.,1
2571,"    == Message for Angie ==  Yo need to get a makeover, u r fuckin ugly bitch.    ",1
2572,"  P.S.  - You banned LisaMinelli.  The actresses name is LIZA, you powerdrunk fool",1
2573,i live with my mom and im a gay fag that lives in england,1
2574,  == What the hell == I just edited my entry you moron. Get your bot in order.,1
2575,    What is wrong with you? Are you a racist or something?,1
2576,    What the hell? What the fuck did I do now? It was a couple of harmless edits.,1
2577,"  == Kirstie Alley ==  Your resistance only makes my e-penis harder. Thanks,   ",1
2578,  ==Hey Man== You are a retarded Mexican cocksucking piece of fucking shit. Please go fucking kill yourself. Wikipedia admins are lower then niggers! Fuck you!  ,1
2579,  Haha. Go ahead. Stupid American.,1
2580,"  :What is this, attack of the clueless bots?  Fine, if you don't like the improvement, keep it the way you had it.    ",1
2581,  ==Get a life you animal fucker== Shut up you fucking nigger. Fuck off and shit your pants full of all the shit you can fill them with.   ,1
2582,  :: Please stop being a penis— and Grow Up Regards-   ,1
2583,grow up.''' Kind regards,1
2584,ASSHOLES! COME AND TRY ME YOU STUPID FUCK SON OF A BITCHES!!!!,1
2585, How the fuck did you do that.  Damn ur fast.  You must get a shitload of ass.,1
2586, How the fuck...damn you maust get a shitload of ass.  Please tell me if you do or not.  Please.  FUCK the Giants!!!!!!!  Go PATS!!!!!!!  Fuck the Yankees!!!!!!!!!!11,1
2587," You gonna fuckin block me, big boy.  Come on.  You know the Pats will cover.  Just fuckin block me will ya.",1
2588," I don't give a fuck about the personal attack shit.  The Pats win 35-21.  Ohh ya, wouldya block me yet, or are there rules about that shit too?",1
2589,"  ==Rubbish==  Airbus is rubbish, damn the A380 and the rest, throw Airbus' founder into the fire.  Boeing747 and 787 is the best.  Kill Airbus.  Delete the page!  ",1
2590,  YOU'RE A FUCKING LIAR WHO DOESN'T KNOW HOW TO DO HIS JOB,1
2591,"  You should be fired, you're a moronic wimp who is too lazy to do research. It makes me sick that people like you exist in this world.",1
2592,  == Idle Threats ==  You don't scare me cyber bully   ,1
2593,"    Here Woody, why don't you just fuck off",1
2594,"  == YOU SUCK ==  I HATE YOU> YOU CAN FUCK MY ASS ALL NIGHT BITCH SHit    Love , David Ortiz",1
2595,  == Ark Thompson ==  Who the fuck deleted this?!I need fucking research for my stories you fucking douche(Who ever did it),1
2596,` ::what the fuck do you think we watch the anime for? `,1
2597,"` :::i still think that this will totaly fuck up the page, your ``help`` sucks and you dont deserve those banners `",1
2598,  ====  FUCK YOU YOU PIECE OF SHIT! WHY THE FUCK HAVE YOU DELETED MY ARTICLES? I WILL REPORT YOU YOU FUCKING PIECE OF SHIT!,1
2599,"will report you,you fucking piece of shit",1
2600,   Do you like men? You seem to sound as if you like men.,1
2601,"  *Oh yeah? Well, your a fuckass. HA!!! - ClayMort, 2/4/08",1
2602,this user is such a worthless goddamn faggot fuck you faggot ,1
2603,  == Die ==  As that person said: ROT IN HELL YOU FUCKING LOSER!!!,1
2604,  == Not Funny ==  Your jokes suck.You are giving a bad name for Youtube.Just stop with the videos(Please.),1
2605,  ROTFLMAO!!!  This is a fucking riot!!!!,1
2606,you can now suck my dick,1
2607,"`) johnboywalton55 says ``you're a spastic!!!``  also ``Father Daley, reportedly had a big lump on the side of his head in the shape of Connaught.`` (`",1
2608, retarded spastic head,1
2609,  ==steak Diane==  Please stop fucking up my edits on steak diane.  Thank you.    ,1
2610,  ==narc==  Please quit fucking up my edits on Steak Diane.  Thank you.    ,1
2611,  == Lack of Reverence ==  Your misuse of this website is horrible. Please contact me ASAP.,1
2612,  ==Shut up==  Why don't you leave me alone? Mind your own business.,1
2613,"   Hey, why don't you and Joe Buck go make sweet sweet love down by the fireside you flaming faggot.",1
2614,   ==Hey Riana==  Does it suck to know that even strangers think you are a dried up old shrew?   ,1
2615,  Nonsense. Calzaghe is Undisputed & Linear Champion. Xman52 should be banned again. Fucking idiot.,1
2616,  == yuck ==  your one of the most disgusting creatures ive ever met,1
2617, FUCK YOU YOU ASS HOLE! FUCK YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1111,1
2618,  ==Temporary Blocked==  Due to some issues of you being sock puppet of gsnguy.,1
2619,"  yep, he doesn't stop talking crap!!!!!!!!!!!11111111111111111111111111111111111111111oneoneoneone",1
2620,  ==lonely==  Go outside and make a friend.  You've seen all your mom's basement has to offer.,1
2621,"` ::My God, you leave a ``last warning`` template on my talk page instead of responding like a human being? What is going on here? You are an admin?   `",1
2622,"   HOW ABOUT A LITTLE FIRE, NATE!  (Throws fireballs at nate!) I STOLE WIKIPEDIA! I STOLE WIKIPEDIA! FUCK WIKIPEDIA! FUCK!",1
2623,  == WHY THE HELL?!? ==  Why the hell is wikipeia a bitch?,1
2624,"Oh wait, disregard that I suck cocks",1
2625,`  You playing with NOT your yard so I'm playing with yours. ``NOP is Antisemitic`` so Ukraine is Poland. Thats it.    `,1
2626,"  YOU ARE AN AWFUL STINKY PERSON, do not delete my stuff",1
2627,  Phil's homosexuality was cited three times. ?????  ,1
2628, ::::::::Absolutely!  You're as big an asshole as any of the admins.  You'd totally fit in. ;-)   ,1
2629, ::This guy needs to get laid soon. The loss of virginity to his hand is humorous.  ,1
2630,  And this meat puppet would be whom? Tim Foxworth ,1
2631, YOU SMELL LIKE SHIT MOTHERFUCKER!,1
2632,` What the hell is your problem? The man was just offering to archive your page. A simple ``no thank you`` would have been better than this.   `,1
2633,  hey queer boy stop messing with my edits.,1
2634, ==Wiki Edit==  I only corrected it!! What's the problem?!! What is a sandbox??? Look at yourself before you start to nag...   ,1
2635,  ==Your so fat==  You are single handedly the fattest person I've ever seen. Get a life   ,1
2636,BlackKite being a faggot,1
2637,  You must be a terrosist yourself to revert thta. But what could i expect from someone of your ethnicity,1
2638,  == I will kill you ==  i will blow up your house and kill your family one by one slowly and painfully,1
2639,  == Loganberry ==  i will kill u first,1
2640,  And I don't understand what you try to tell me. So shut up and don't change my contributions!!!!,1
2641,` ::::::::::::::I'm not going to reply to your ignorants comments.   `,1
2642,"Do you know what you are? You are a stupid Canadian. And do you know what stupid Canadians do? Nothing. They speak French, and play stupid ice sports. Case closed.   ",1
2643,   == DOUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUCHE BAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAG!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ==,1
2644,we will find out who you are and you will be exposed as a Wiki Cultist loser you filth   ,1
2645,  == Ass you might want to Kiss==  Mine,1
2646,"  == Vaginas ==  include something about red heads vaginas being warmer then the average vagina.  If you think im full of shit, then you've obviously never fucked a red head.",1
2647,Lostprophets is a FUCKING NU METAL BAND BITCH Lostprophets is a FUCKING NU METAL BAND BITCH. ANSWEAR ME BITCH. ,1
2648,  IM GOING TO DESTROY YOUR POWERS IN WIKIPEDIA. THIS IS NOT A THREAT.,1
2649,  ==Fine== Fine.  Carter Page sucks anyway.   ,1
2650, fuck off you stupid aspy asshole  ,1
2651,   == Message ==  Get a life- fuck off you mull!     (767-249ER- Admin),1
2652,No other language has this problem. The German and French onanistic pages are well crafted. Only the promiscuous and perverse Americans!  ,1
2653,  == Blockign Anthony Robbins ==  You fucking moron. You blocked the wrong person. Useless prick.,1
2654,   you are a nazi asshole and always will be.,1
2655,  == Blocking Anthony Robbins ==  You fucking moron. You blocked the wrong person. Useless prick.,1
2656,"   You sodomites really know how to stick together....yech !!!! anyhow, tomorrow is another day. furthermore, i rotate ip addresses about every 2-3 days........Keep on Suckin'",1
2657,"FUCK YOU, NUNH-HUH.    ",1
