,q_a,label
2780,"ohhh, wear short sock tmrw pleasee.. never seen you in anything other then them long ones lmao  ",0
2781,"i mean i could wear my nike elites instead, they're pretty short",0
2782,Have you ever hacked of before ,0
2783,im pretty sure u mean jacked* off and no i have never done it. lmao this is so random i swear,0
2784,"what kind of underwear do you wear, I think u have small dick, and small balls ",1
2785,"umm lmao random  but nike compression, hanes, fruit of loom, and etc",0
2786,"YOU GUYS , ITS NOT HANNAH THE 7TH GRADER. so don't interrogate her anymore ! ",0
2787,i knew it wasnt her.. lmao  them anons be fucking with me but yea ik it isnt her,0
2788,I HEARD TAEYUNG SO IM HERE AND IS AWAKEN ,0
2789,lmao korea chan (:,0
2790,pap of you!! so I can wake up to something amazing  ahah ,0
2791,lmao here's another photo of me when i was at knotts,0
2792,"lmao that's funny XD. I'M ONLY SMOOTH FOR BAEYAN, CAUSE YANNO, HE'S BAEE   aha ",0
2793,aha why thank you  but plsssss reveal yourself curiosity is killing meee plssss i promise if u do reveal yourself ill give ya a hug on monday,0
2794,but that guy I like has no social media and I only have one class with him lmao ,0
2795,ooh well talk to him face to face even better :3,0
2796,baeyan your so god damn cute. maybe we can hang out after I reveal myself? I really like you.  I like flowers. maybe wanna gonna some? ,0
2797,dayum haha waking up to this  haha sure if u un-anon,0
2798,damn anon be as smooth and sometimes smoother than you  ,0
2799,ik she is smoother than muahh XD,0
2800,omfg.. that ain't flowers baeyan  I have no idea who that is ,0
2801,lmao  good one doe XD,0
2802,Did you find out who anon is yet  ,0
2803,no trying my ass off,0
2804,damn bryan that secret admirer right there  ,0
2805,haha yep and she's making my day (:,0
2806,damn Bryan dat anon tho. . ayee un-anon yourself ,0
2807,haha XD,0
2808,"ANON WHOEVER YOU ARE , PLEASE TEXT ME AND REVEAL YOURSELF TO ME AND WE'LL TALK ABOUT REVEALING YOURSELF TO BRYAN LATER ON  ",0
2809,haha lmao she's dying to know,0
2810,wait wtf aNON WHO IS YOU AND HOW COULD YOU SPELL MY NAME WRONG DD: ,0
2811,haha MISTAKES ARE PROOF YOU'RE TRYING,0
2812,this anon tho omg unanon pls ,0
2813,haha,0
2814,oMG BRYAN GET SUM  ,0
2815,haha lmao,0
2816,bryan la getting all the bitches but i got my eye on you ,0
2817,nothing,0
2818,I'm reading this convo with you and the anon and damn get some Bryan XD ,0
2819,haha imig but she's very flattering and kind (:,0
2820,explain then  lmao FUN FACTS??!?!? ,0
2821,here we go again....,0
2822,but still zed sucks xD ,0
2823,still could get it ass handed to u though and plus have u seen my score lately..? as zed i have a 80% win rate and my kda as zed is 2.49 which is higher than ur IQ if u haven't noticed (:,0
2824,sock tan tho lmao xD ,0
2825,SHHHH THEY'RE NOT SUPPOOOSE TO KNOWWW,0
2826,idk if it's just that your balls are hard or my ankle only hurts cause of landing  jesus ,0
2827,i got balls of steel,0
2828,Do you smile at strangers? Why or why not? ,0
2829,hell yaa get them digits,0
2830,damn anon leave skye alone -.- judge yourself before judging others ,0
2831,thanks hennie ((:,0
2832,what do u think of skyes 3 big ass pimples on her forehead ,0
2833,they suit her perfectly (:,0
2834,"Bryan didnt u know im a girl?, once u suck my pussy :)) ",1
2835,yes again I want to fuck ur tiny pussy again,1
2836,I know man Adam Levine would be like oh damn guyssss ,0
2837,IKR XD,0
2838,screw sg lmao mk is better in every way ,0
2839,LOL it's personal preference,0
2840,No shit foo you told me u live on new mark xD. ,0
2841,"Yea I do, sg is at mission and mk is on Hellman so I'm closer to Hellman XD",0
2842,"oh fuck no, gimme a thoughts on, better be longer than lala's !!-,- ",0
2843,ughhh maybe :3,0
2844,Thots on your baby boo   foo I was messing around when u said I hated u xD.  Lmao.  fuck hate lol. ,0
2845,HOW its felt like being a nigga,1
2846,don't wet yourself lmao ,0
2847,well that escalated very quickly...,0
2848,"first impression: seems like a chill ass dude , i'll just give him michelle's boob touch ",0
2849,fucking duna I remember that LOL,0
2850,what LOL it's zerlinda omg  did you think i was some random dude HAHAH ,0
2851,ohhh... I forgot you changed your name.....  BUT ANYWAY I MISS YA TOO MEH DAUGHTER XD,0
2852,oh damn I can relate to ur cover pic ,0
2853,what u do mean...?,0
2854,so I guess you and kiran aren't together anymore for the millionth time .. ,0
2855,who the fuck is this?,0
2856,What's your favorite funny movie? ,0
2857,jackass 3 or bad grandpa or 22 jumpstreet or Ted,0
2858,what is your opinion on her getting hate ? ,1
2859,"it gets me kinda pissed because what's the point of hate? What you gonna accomplish? Not only that but whats funny is they call her a pussy but yet they can't say those STUPID ass insults to her face. but back to the point, it gets me kinda pissed and it kinda hurts you know? your best friend getting insulted and hated for something she never even did and you can't do anything about it either",0
2860,you didn't tell me about your party wtf ? ,0
2861,IDK if I will have one,0
2862,ho damn did u break up with her or she broke up with u. did u fuck her? ,1
2863,"i broke up with her, no I have not sex with her",0
2864,your face. I like that shit ,0
2865,lol i guess...?,0
2866,How do you look right now? ,0
2867,like shit,0
2868,"If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? ",0
2869,lol,0
2870,"Is fitness/wellness important to you? If yes, what motivated you to become committed? If no, is that something you'd like to change? ",0
2871,no I will die young,0
2872,Do you agree that nobody goes through more shit in life than a person with a good heart? ,0
2873,Basically.,0
2874,Do you think you can have a best friend of the opposite sex without someone eventually catching feelings or wanting to hook up? ,0
2875,"Ugh, Yes.",0
2876,What pain is harder for you: physical or spiritual? ,0
2877,They both suck pretty bad.,0
2878,Do you have big tits? ,1
2879,The hell,0
2880,Where the bad bitches at ,0
2881,Prison.,0
2882,Is it inappropriate or wrong to have sex with someone on the first date? ,0
2883,"Assuming everything is consensual,",0
2884,Just what the hell is going on? ,0
2885,adsfgasa,0
2886,Would you rather have a horrible job but be able to retired comfortably in 10 years or have your dream job but have to work until you die ? ,0
2887,Dream job.,0
2888,What would you do if you could inflate your body like a balloon? ,0
2889,omg,0
2890,What are your goals? ,0
2891,die,0
2892,If all you had to wipe your ass with was: Yo Mama Booger Tissue or A Brillo Pad. Which one would you choose? ,0
2893,uuuuuuuuuuuuuuhhhhhhhhhhhhhhhh,0
2894,What do u look like right now ,0
2895,like shit,0
2896,"Female profession, the first letter ""S"", the last ""y""? ",0
2897,Professions do not have sex characteristics.,0
2898,How do you look right now? ,0
2899,like crap,0
2900,who loves to be alive? because I sure as hell do ,0
2901,For me it's complicated,0
2902,The Ig was taken down because some weak ass reported us confess hear yall ,0
2903,confess what?,0
2904,are you gay cuz you look it ,1
2905,Not gay but I am pan,0
2906,Did you ever send an anonymous loveletter to someone? ,0
2907,Once yes a couple years ago and turned out he was gay so he turned me down gently (This is when I was not trans at the time),0
2908,Which name is the most common among your friends and family? I know a bunch of Mikes and a bunch of Kaitlins . ,0
2909,Michael and Mike,0
2910,Who was the last person of the opposite sex you talked to? ,0
2911,That's complicated to answer,0
2912,Have you ever thought about wha your teachers do in the teachers lounge? ,0
2913,all the damn time,0
2914,"If you could print any phrase on a T-shirt, what would it say? ",0
2915,"""Suck my dick you motherfucker""",1
2916,Why you so mind bitch ,1
2917,STFU,0
2918,do you watch horror movies? ,0
2919,Hell no,0
2920,Whata your (full) name? ,0
2921,Michael S C Mullin,0
2922,What do you like to being called? ,0
2923,"Mike, Michael or Shakeem. But mostly Shak or Shakeem",0
2924,Is there any person you are afraid of? ,0
2925,Hell no,0
2926,How to get rid of bedbugs in the room? ,0
2927,Better go search that shit up,0
2928,A photo from childhood ,0
2929,Hell no,0
2930,That speechless moment ??? ,0
2931,Who is this? What the hell are you talking about?,0
2932,"I dream of having sex with a women in the dressing room of a crowded clothing store, what is your fantasy ",0
2933,I aint telling you,0
2934,Ignore that person omg lol ,0
2935,thanks for the advice josh,0
2936,whats ur username on chatous? ,0
2937,wtf is that,0
2938,Nellie is FINE!!!!!! ,0
2939,what is wrong with you,0
2940,Are you fucking  her? ,1
2941,who are you omg she's my teacher ahahhaha,0
2942,tbh ur really gay ahaha ur my bestfriend and I trust you with every thing and ily ,0
2943,ik I'm gay but it's okay,0
2944,U have a small penis ,1
2945,hey max ik your looking,0
2946,No but seriously nick thinks he can get any girl he wants.. I'm pretty sure the tomes or shayna would just put him on his ass.. He is a pussy and abdurd too! ,1
2947,lol he dated one of the tomes haha ur funny,0
2948,Allie's not taken? Then who's Brandon? ,0
2949,just happened Saturday I answered that Friday bitch and fuck her right in her pussy.,1
2950,You seem like a real fag ,1
2951,thanks,0
2952,um I didn't ask those fmk questions ,0
2953,I poop your face,1
2954,do you want  dance on my dick and suck it ,1
2955,never,0
2956,"Don't be retarded, I just want to see you being murdered . ",1
2957,broo stfu with your cry baby shit and say something to my face if you gotta problem.! Gahh damn you  old scary ass niqqa,1
2958,"When we gonna fuck ? I want to fuck in your ass, I mean hangout ? ",1
2959,oh my gosh...*whispers* later on *clears throat* oh yahh umm in like five minutes *nervous voice* (makes it obvious),0
2960,"If people can read your mind , What would they usually hear!  ",0
2961,Fuck this shit,0
2962,Who is the most famous person in your country? ,0
2963,Trump for being a little pussy ass bitch,1
2964,What have you learned today? ,0
2965,Life is shitty,0
2966,"If you were going to be stuck on an island with three celebrities, which three would you choose? ",0
2967,Dora- she all the shit,0
2968,If your ex boyfriend asked you back out but you are taken what would you do? ,0
2969,Roast his ass and yeet outta there,0
2970,How do you treat people in general? ,0
2971,Equally unless you are a bit  an asshole,0
2972,Have you ever grinded with someone and got turned on ,0
2973,No and no to the hell no.,0
2974,"Is there a person that you just talk and hangout with ""for the sake of whatever"" but your dont really like? ",0
2975,"Well, used to be this annoying bitch but I ditched her yesterday.",0
2976,Whom is single like me ,0
2977,To fucking hell and back me,0
2978,Do you agree that nobody goes through more shit in life than a person with a good heart? ,0
2979,"Yup, cuz it's me",0
2980,What if your entire body didnt inflate? And only like your butt or your boobs? ,1
2981,I'm still going to pass but if you want that. You do you dude.,0
2982,do you want a cupcake? ,0
2983,Hell yea,0
2984,you have a thot daughter or a gay son ,1
2985,wtf,0
2986,Would you rather have a thot daughter or a gay son ,1
2987,Gay son,0
2988,is it gay to live under capitalism?  ,0
2989,Not sure.,0
2990,"Game of Thrones or ""The Walking Dead""? ",0
2991,Straight down to hell Game of Thrones is AMAZING!,0
2992,Am I the only one who like starts off dreaming about sex before I knock out? ,0
2993,Girl thats literally me every night since Im not getting no play  you not alone. I really be making up sex scenes with me & a some guy I made up,0
